Filepath,Speaker,Text,Emotion
./dataset/ravdess\Actor_10\03-01-05-01-01-02-10.wav,Ravdess_10,Kids are talking by the door,Anger
./dataset/ravdess\Actor_10\03-01-05-01-02-01-10.wav,Ravdess_10,Dogs are sitting by the door,Anger
./dataset/ravdess\Actor_10\03-01-05-01-02-02-10.wav,Ravdess_10,Dogs are sitting by the door,Anger
./dataset/ravdess\Actor_10\03-01-05-02-01-01-10.wav,Ravdess_10,Kids are talking by the door,Anger
./dataset/ravdess\Actor_10\03-01-05-02-01-02-10.wav,Ravdess_10,Kids are talking by the door,Anger
./dataset/ravdess\Actor_10\03-01-05-02-02-01-10.wav,Ravdess_10,Dogs are sitting by the door,Anger
./dataset/ravdess\Actor_10\03-01-05-02-02-02-10.wav,Ravdess_10,Dogs are sitting by the door,Anger
./dataset/ravdess\Actor_10\03-01-06-01-01-01-10.wav,Ravdess_10,Kids are talking by the door,Fear
./dataset/ravdess\Actor_10\03-01-06-01-01-02-10.wav,Ravdess_10,Kids are talking by the door,Fear
./dataset/ravdess\Actor_10\03-01-06-01-02-01-10.wav,Ravdess_10,Dogs are sitting by the door,Fear
./dataset/ravdess\Actor_10\03-01-06-01-02-02-10.wav,Ravdess_10,Dogs are sitting by the door,Fear
./dataset/ravdess\Actor_10\03-01-06-02-01-01-10.wav,Ravdess_10,Kids are talking by the door,Fear
./dataset/ravdess\Actor_10\03-01-06-02-01-02-10.wav,Ravdess_10,Kids are talking by the door,Fear
./dataset/ravdess\Actor_10\03-01-06-02-02-01-10.wav,Ravdess_10,Dogs are sitting by the door,Fear
./dataset/ravdess\Actor_10\03-01-06-02-02-02-10.wav,Ravdess_10,Dogs are sitting by the door,Fear
./dataset/ravdess\Actor_10\03-01-07-01-01-01-10.wav,Ravdess_10,Kids are talking by the door,Disgust
./dataset/ravdess\Actor_10\03-01-07-01-01-02-10.wav,Ravdess_10,Kids are talking by the door,Disgust
./dataset/ravdess\Actor_10\03-01-07-01-02-01-10.wav,Ravdess_10,Dogs are sitting by the door,Disgust
./dataset/ravdess\Actor_10\03-01-07-01-02-02-10.wav,Ravdess_10,Dogs are sitting by the door,Disgust
./dataset/ravdess\Actor_10\03-01-07-02-01-01-10.wav,Ravdess_10,Kids are talking by the door,Disgust
./dataset/ravdess\Actor_10\03-01-07-02-01-02-10.wav,Ravdess_10,Kids are talking by the door,Disgust
./dataset/ravdess\Actor_10\03-01-07-02-02-01-10.wav,Ravdess_10,Dogs are sitting by the door,Disgust
./dataset/ravdess\Actor_10\03-01-07-02-02-02-10.wav,Ravdess_10,Dogs are sitting by the door,Disgust
./dataset/ravdess\Actor_10\03-01-08-01-01-01-10.wav,Ravdess_10,Kids are talking by the door,Surprise
./dataset/ravdess\Actor_10\03-01-08-01-01-02-10.wav,Ravdess_10,Kids are talking by the door,Surprise
./dataset/ravdess\Actor_10\03-01-08-01-02-01-10.wav,Ravdess_10,Dogs are sitting by the door,Surprise
./dataset/ravdess\Actor_10\03-01-08-01-02-02-10.wav,Ravdess_10,Dogs are sitting by the door,Surprise
./dataset/ravdess\Actor_10\03-01-08-02-01-01-10.wav,Ravdess_10,Kids are talking by the door,Surprise
./dataset/ravdess\Actor_10\03-01-08-02-01-02-10.wav,Ravdess_10,Kids are talking by the door,Surprise
./dataset/ravdess\Actor_10\03-01-08-02-02-01-10.wav,Ravdess_10,Dogs are sitting by the door,Surprise
./dataset/ravdess\Actor_10\03-01-08-02-02-02-10.wav,Ravdess_10,Dogs are sitting by the door,Surprise
./dataset/ravdess\Actor_11\03-01-01-01-01-01-11.wav,Ravdess_11,Kids are talking by the door,Neutral
./dataset/ravdess\Actor_11\03-01-01-01-01-02-11.wav,Ravdess_11,Kids are talking by the door,Neutral
./dataset/ravdess\Actor_11\03-01-01-01-02-01-11.wav,Ravdess_11,Dogs are sitting by the door,Neutral
./dataset/ravdess\Actor_11\03-01-01-01-02-02-11.wav,Ravdess_11,Dogs are sitting by the door,Neutral
./dataset/ravdess\Actor_11\03-01-02-01-01-01-11.wav,Ravdess_11,Kids are talking by the door,Calm
./dataset/ravdess\Actor_11\03-01-02-01-01-02-11.wav,Ravdess_11,Kids are talking by the door,Calm
./dataset/ravdess\Actor_11\03-01-02-01-02-01-11.wav,Ravdess_11,Dogs are sitting by the door,Calm
./dataset/ravdess\Actor_11\03-01-02-01-02-02-11.wav,Ravdess_11,Dogs are sitting by the door,Calm
./dataset/ravdess\Actor_11\03-01-02-02-01-01-11.wav,Ravdess_11,Kids are talking by the door,Calm
./dataset/ravdess\Actor_11\03-01-02-02-01-02-11.wav,Ravdess_11,Kids are talking by the door,Calm
./dataset/ravdess\Actor_11\03-01-02-02-02-01-11.wav,Ravdess_11,Dogs are sitting by the door,Calm
./dataset/ravdess\Actor_11\03-01-02-02-02-02-11.wav,Ravdess_11,Dogs are sitting by the door,Calm
./dataset/ravdess\Actor_11\03-01-03-01-01-01-11.wav,Ravdess_11,Kids are talking by the door,Happy
./dataset/ravdess\Actor_11\03-01-03-01-01-02-11.wav,Ravdess_11,Kids are talking by the door,Happy
./dataset/ravdess\Actor_11\03-01-03-01-02-01-11.wav,Ravdess_11,Dogs are sitting by the door,Happy
./dataset/ravdess\Actor_11\03-01-03-01-02-02-11.wav,Ravdess_11,Dogs are sitting by the door,Happy
./dataset/ravdess\Actor_11\03-01-03-02-01-01-11.wav,Ravdess_11,Kids are talking by the door,Happy
./dataset/ravdess\Actor_11\03-01-03-02-01-02-11.wav,Ravdess_11,Kids are talking by the door,Happy
./dataset/ravdess\Actor_11\03-01-03-02-02-01-11.wav,Ravdess_11,Dogs are sitting by the door,Happy
./dataset/ravdess\Actor_11\03-01-03-02-02-02-11.wav,Ravdess_11,Dogs are sitting by the door,Happy
./dataset/ravdess\Actor_11\03-01-04-01-01-01-11.wav,Ravdess_11,Kids are talking by the door,Sad
./dataset/ravdess\Actor_11\03-01-04-01-01-02-11.wav,Ravdess_11,Kids are talking by the door,Sad
./dataset/ravdess\Actor_11\03-01-04-01-02-01-11.wav,Ravdess_11,Dogs are sitting by the door,Sad
./dataset/ravdess\Actor_11\03-01-04-01-02-02-11.wav,Ravdess_11,Dogs are sitting by the door,Sad
./dataset/ravdess\Actor_11\03-01-04-02-01-01-11.wav,Ravdess_11,Kids are talking by the door,Sad
./dataset/ravdess\Actor_11\03-01-04-02-01-02-11.wav,Ravdess_11,Kids are talking by the door,Sad
./dataset/ravdess\Actor_11\03-01-04-02-02-01-11.wav,Ravdess_11,Dogs are sitting by the door,Sad
./dataset/ravdess\Actor_11\03-01-04-02-02-02-11.wav,Ravdess_11,Dogs are sitting by the door,Sad
./dataset/ravdess\Actor_11\03-01-05-01-01-01-11.wav,Ravdess_11,Kids are talking by the door,Anger
./dataset/ravdess\Actor_11\03-01-05-01-01-02-11.wav,Ravdess_11,Kids are talking by the door,Anger
./dataset/ravdess\Actor_11\03-01-05-01-02-01-11.wav,Ravdess_11,Dogs are sitting by the door,Anger
./dataset/ravdess\Actor_11\03-01-05-01-02-02-11.wav,Ravdess_11,Dogs are sitting by the door,Anger
./dataset/ravdess\Actor_11\03-01-05-02-01-01-11.wav,Ravdess_11,Kids are talking by the door,Anger
./dataset/ravdess\Actor_11\03-01-05-02-01-02-11.wav,Ravdess_11,Kids are talking by the door,Anger
./dataset/ravdess\Actor_11\03-01-05-02-02-01-11.wav,Ravdess_11,Dogs are sitting by the door,Anger
./dataset/ravdess\Actor_11\03-01-05-02-02-02-11.wav,Ravdess_11,Dogs are sitting by the door,Anger
./dataset/ravdess\Actor_11\03-01-06-01-01-01-11.wav,Ravdess_11,Kids are talking by the door,Fear
./dataset/ravdess\Actor_11\03-01-06-01-01-02-11.wav,Ravdess_11,Kids are talking by the door,Fear
./dataset/ravdess\Actor_11\03-01-06-01-02-01-11.wav,Ravdess_11,Dogs are sitting by the door,Fear
./dataset/ravdess\Actor_11\03-01-06-01-02-02-11.wav,Ravdess_11,Dogs are sitting by the door,Fear
./dataset/ravdess\Actor_11\03-01-06-02-01-01-11.wav,Ravdess_11,Kids are talking by the door,Fear
./dataset/ravdess\Actor_11\03-01-06-02-01-02-11.wav,Ravdess_11,Kids are talking by the door,Fear
./dataset/ravdess\Actor_11\03-01-06-02-02-01-11.wav,Ravdess_11,Dogs are sitting by the door,Fear
./dataset/ravdess\Actor_11\03-01-06-02-02-02-11.wav,Ravdess_11,Dogs are sitting by the door,Fear
./dataset/ravdess\Actor_11\03-01-07-01-01-01-11.wav,Ravdess_11,Kids are talking by the door,Disgust
./dataset/ravdess\Actor_11\03-01-07-01-01-02-11.wav,Ravdess_11,Kids are talking by the door,Disgust
./dataset/ravdess\Actor_11\03-01-07-01-02-01-11.wav,Ravdess_11,Dogs are sitting by the door,Disgust
./dataset/ravdess\Actor_11\03-01-07-01-02-02-11.wav,Ravdess_11,Dogs are sitting by the door,Disgust
./dataset/ravdess\Actor_11\03-01-07-02-01-01-11.wav,Ravdess_11,Kids are talking by the door,Disgust
./dataset/ravdess\Actor_11\03-01-07-02-01-02-11.wav,Ravdess_11,Kids are talking by the door,Disgust
./dataset/ravdess\Actor_11\03-01-07-02-02-01-11.wav,Ravdess_11,Dogs are sitting by the door,Disgust
./dataset/ravdess\Actor_11\03-01-07-02-02-02-11.wav,Ravdess_11,Dogs are sitting by the door,Disgust
./dataset/ravdess\Actor_11\03-01-08-01-01-01-11.wav,Ravdess_11,Kids are talking by the door,Surprise
./dataset/ravdess\Actor_11\03-01-08-01-01-02-11.wav,Ravdess_11,Kids are talking by the door,Surprise
./dataset/ravdess\Actor_11\03-01-08-01-02-01-11.wav,Ravdess_11,Dogs are sitting by the door,Surprise
./dataset/ravdess\Actor_11\03-01-08-01-02-02-11.wav,Ravdess_11,Dogs are sitting by the door,Surprise
./dataset/ravdess\Actor_11\03-01-08-02-01-01-11.wav,Ravdess_11,Kids are talking by the door,Surprise
./dataset/ravdess\Actor_11\03-01-08-02-01-02-11.wav,Ravdess_11,Kids are talking by the door,Surprise
./dataset/ravdess\Actor_11\03-01-08-02-02-01-11.wav,Ravdess_11,Dogs are sitting by the door,Surprise
./dataset/ravdess\Actor_11\03-01-08-02-02-02-11.wav,Ravdess_11,Dogs are sitting by the door,Surprise
./dataset/ravdess\Actor_12\03-01-01-01-01-01-12.wav,Ravdess_12,Kids are talking by the door,Neutral
./dataset/ravdess\Actor_12\03-01-01-01-01-02-12.wav,Ravdess_12,Kids are talking by the door,Neutral
./dataset/ravdess\Actor_12\03-01-01-01-02-01-12.wav,Ravdess_12,Dogs are sitting by the door,Neutral
./dataset/ravdess\Actor_12\03-01-01-01-02-02-12.wav,Ravdess_12,Dogs are sitting by the door,Neutral
./dataset/ravdess\Actor_12\03-01-02-01-01-01-12.wav,Ravdess_12,Kids are talking by the door,Calm
./dataset/ravdess\Actor_12\03-01-02-01-01-02-12.wav,Ravdess_12,Kids are talking by the door,Calm
./dataset/ravdess\Actor_12\03-01-02-01-02-01-12.wav,Ravdess_12,Dogs are sitting by the door,Calm
./dataset/ravdess\Actor_12\03-01-02-01-02-02-12.wav,Ravdess_12,Dogs are sitting by the door,Calm
./dataset/ravdess\Actor_12\03-01-02-02-01-01-12.wav,Ravdess_12,Kids are talking by the door,Calm
./dataset/ravdess\Actor_12\03-01-02-02-01-02-12.wav,Ravdess_12,Kids are talking by the door,Calm
./dataset/ravdess\Actor_12\03-01-02-02-02-01-12.wav,Ravdess_12,Dogs are sitting by the door,Calm
./dataset/ravdess\Actor_12\03-01-02-02-02-02-12.wav,Ravdess_12,Dogs are sitting by the door,Calm
./dataset/ravdess\Actor_12\03-01-03-01-01-01-12.wav,Ravdess_12,Kids are talking by the door,Happy
./dataset/ravdess\Actor_12\03-01-03-01-01-02-12.wav,Ravdess_12,Kids are talking by the door,Happy
./dataset/ravdess\Actor_12\03-01-03-01-02-01-12.wav,Ravdess_12,Dogs are sitting by the door,Happy
./dataset/ravdess\Actor_12\03-01-03-01-02-02-12.wav,Ravdess_12,Dogs are sitting by the door,Happy
./dataset/ravdess\Actor_12\03-01-03-02-01-01-12.wav,Ravdess_12,Kids are talking by the door,Happy
./dataset/ravdess\Actor_12\03-01-03-02-01-02-12.wav,Ravdess_12,Kids are talking by the door,Happy
./dataset/ravdess\Actor_12\03-01-03-02-02-01-12.wav,Ravdess_12,Dogs are sitting by the door,Happy
./dataset/ravdess\Actor_12\03-01-03-02-02-02-12.wav,Ravdess_12,Dogs are sitting by the door,Happy
./dataset/ravdess\Actor_12\03-01-04-01-01-01-12.wav,Ravdess_12,Kids are talking by the door,Sad
./dataset/ravdess\Actor_12\03-01-04-01-01-02-12.wav,Ravdess_12,Kids are talking by the door,Sad
./dataset/ravdess\Actor_12\03-01-04-01-02-01-12.wav,Ravdess_12,Dogs are sitting by the door,Sad
./dataset/ravdess\Actor_12\03-01-04-01-02-02-12.wav,Ravdess_12,Dogs are sitting by the door,Sad
./dataset/ravdess\Actor_12\03-01-04-02-01-01-12.wav,Ravdess_12,Kids are talking by the door,Sad
./dataset/ravdess\Actor_12\03-01-04-02-01-02-12.wav,Ravdess_12,Kids are talking by the door,Sad
./dataset/ravdess\Actor_12\03-01-04-02-02-01-12.wav,Ravdess_12,Dogs are sitting by the door,Sad
./dataset/ravdess\Actor_12\03-01-04-02-02-02-12.wav,Ravdess_12,Dogs are sitting by the door,Sad
./dataset/ravdess\Actor_12\03-01-05-01-01-01-12.wav,Ravdess_12,Kids are talking by the door,Anger
./dataset/ravdess\Actor_12\03-01-05-01-01-02-12.wav,Ravdess_12,Kids are talking by the door,Anger
./dataset/ravdess\Actor_12\03-01-05-01-02-01-12.wav,Ravdess_12,Dogs are sitting by the door,Anger
./dataset/ravdess\Actor_12\03-01-05-01-02-02-12.wav,Ravdess_12,Dogs are sitting by the door,Anger
./dataset/ravdess\Actor_12\03-01-05-02-01-01-12.wav,Ravdess_12,Kids are talking by the door,Anger
./dataset/ravdess\Actor_12\03-01-05-02-01-02-12.wav,Ravdess_12,Kids are talking by the door,Anger
./dataset/ravdess\Actor_12\03-01-05-02-02-01-12.wav,Ravdess_12,Dogs are sitting by the door,Anger
./dataset/ravdess\Actor_12\03-01-05-02-02-02-12.wav,Ravdess_12,Dogs are sitting by the door,Anger
./dataset/ravdess\Actor_12\03-01-06-01-01-01-12.wav,Ravdess_12,Kids are talking by the door,Fear
./dataset/ravdess\Actor_12\03-01-06-01-01-02-12.wav,Ravdess_12,Kids are talking by the door,Fear
./dataset/ravdess\Actor_12\03-01-06-01-02-01-12.wav,Ravdess_12,Dogs are sitting by the door,Fear
./dataset/ravdess\Actor_12\03-01-06-01-02-02-12.wav,Ravdess_12,Dogs are sitting by the door,Fear
./dataset/ravdess\Actor_12\03-01-06-02-01-01-12.wav,Ravdess_12,Kids are talking by the door,Fear
./dataset/ravdess\Actor_12\03-01-06-02-01-02-12.wav,Ravdess_12,Kids are talking by the door,Fear
./dataset/ravdess\Actor_12\03-01-06-02-02-01-12.wav,Ravdess_12,Dogs are sitting by the door,Fear
./dataset/ravdess\Actor_12\03-01-06-02-02-02-12.wav,Ravdess_12,Dogs are sitting by the door,Fear
./dataset/ravdess\Actor_12\03-01-07-01-01-01-12.wav,Ravdess_12,Kids are talking by the door,Disgust
./dataset/ravdess\Actor_12\03-01-07-01-01-02-12.wav,Ravdess_12,Kids are talking by the door,Disgust
./dataset/ravdess\Actor_12\03-01-07-01-02-01-12.wav,Ravdess_12,Dogs are sitting by the door,Disgust
./dataset/ravdess\Actor_12\03-01-07-01-02-02-12.wav,Ravdess_12,Dogs are sitting by the door,Disgust
./dataset/ravdess\Actor_12\03-01-07-02-01-01-12.wav,Ravdess_12,Kids are talking by the door,Disgust
./dataset/ravdess\Actor_12\03-01-07-02-01-02-12.wav,Ravdess_12,Kids are talking by the door,Disgust
./dataset/ravdess\Actor_12\03-01-07-02-02-01-12.wav,Ravdess_12,Dogs are sitting by the door,Disgust
./dataset/ravdess\Actor_12\03-01-07-02-02-02-12.wav,Ravdess_12,Dogs are sitting by the door,Disgust
./dataset/ravdess\Actor_12\03-01-08-01-01-01-12.wav,Ravdess_12,Kids are talking by the door,Surprise
./dataset/ravdess\Actor_12\03-01-08-01-01-02-12.wav,Ravdess_12,Kids are talking by the door,Surprise
./dataset/ravdess\Actor_12\03-01-08-01-02-01-12.wav,Ravdess_12,Dogs are sitting by the door,Surprise
./dataset/ravdess\Actor_12\03-01-08-01-02-02-12.wav,Ravdess_12,Dogs are sitting by the door,Surprise
./dataset/ravdess\Actor_12\03-01-08-02-01-01-12.wav,Ravdess_12,Kids are talking by the door,Surprise
./dataset/ravdess\Actor_12\03-01-08-02-01-02-12.wav,Ravdess_12,Kids are talking by the door,Surprise
./dataset/ravdess\Actor_12\03-01-08-02-02-01-12.wav,Ravdess_12,Dogs are sitting by the door,Surprise
./dataset/ravdess\Actor_12\03-01-08-02-02-02-12.wav,Ravdess_12,Dogs are sitting by the door,Surprise
./dataset/ravdess\Actor_13\03-01-01-01-01-01-13.wav,Ravdess_13,Kids are talking by the door,Neutral
./dataset/ravdess\Actor_13\03-01-01-01-01-02-13.wav,Ravdess_13,Kids are talking by the door,Neutral
./dataset/ravdess\Actor_13\03-01-01-01-02-01-13.wav,Ravdess_13,Dogs are sitting by the door,Neutral
./dataset/ravdess\Actor_13\03-01-01-01-02-02-13.wav,Ravdess_13,Dogs are sitting by the door,Neutral
./dataset/ravdess\Actor_13\03-01-02-01-01-01-13.wav,Ravdess_13,Kids are talking by the door,Calm
./dataset/ravdess\Actor_13\03-01-02-01-01-02-13.wav,Ravdess_13,Kids are talking by the door,Calm
./dataset/ravdess\Actor_13\03-01-02-01-02-01-13.wav,Ravdess_13,Dogs are sitting by the door,Calm
./dataset/ravdess\Actor_13\03-01-02-01-02-02-13.wav,Ravdess_13,Dogs are sitting by the door,Calm
./dataset/ravdess\Actor_13\03-01-02-02-01-01-13.wav,Ravdess_13,Kids are talking by the door,Calm
./dataset/ravdess\Actor_13\03-01-02-02-01-02-13.wav,Ravdess_13,Kids are talking by the door,Calm
./dataset/ravdess\Actor_13\03-01-02-02-02-01-13.wav,Ravdess_13,Dogs are sitting by the door,Calm
./dataset/ravdess\Actor_13\03-01-02-02-02-02-13.wav,Ravdess_13,Dogs are sitting by the door,Calm
./dataset/ravdess\Actor_13\03-01-03-01-01-01-13.wav,Ravdess_13,Kids are talking by the door,Happy
./dataset/ravdess\Actor_13\03-01-03-01-01-02-13.wav,Ravdess_13,Kids are talking by the door,Happy
./dataset/ravdess\Actor_13\03-01-03-01-02-01-13.wav,Ravdess_13,Dogs are sitting by the door,Happy
./dataset/ravdess\Actor_13\03-01-03-01-02-02-13.wav,Ravdess_13,Dogs are sitting by the door,Happy
./dataset/ravdess\Actor_13\03-01-03-02-01-01-13.wav,Ravdess_13,Kids are talking by the door,Happy
./dataset/ravdess\Actor_13\03-01-03-02-01-02-13.wav,Ravdess_13,Kids are talking by the door,Happy
./dataset/ravdess\Actor_13\03-01-03-02-02-01-13.wav,Ravdess_13,Dogs are sitting by the door,Happy
./dataset/ravdess\Actor_13\03-01-03-02-02-02-13.wav,Ravdess_13,Dogs are sitting by the door,Happy
./dataset/ravdess\Actor_13\03-01-04-01-01-01-13.wav,Ravdess_13,Kids are talking by the door,Sad
./dataset/ravdess\Actor_13\03-01-04-01-01-02-13.wav,Ravdess_13,Kids are talking by the door,Sad
./dataset/ravdess\Actor_13\03-01-04-01-02-01-13.wav,Ravdess_13,Dogs are sitting by the door,Sad
./dataset/ravdess\Actor_13\03-01-04-01-02-02-13.wav,Ravdess_13,Dogs are sitting by the door,Sad
./dataset/ravdess\Actor_13\03-01-04-02-01-01-13.wav,Ravdess_13,Kids are talking by the door,Sad
./dataset/ravdess\Actor_13\03-01-04-02-01-02-13.wav,Ravdess_13,Kids are talking by the door,Sad
./dataset/ravdess\Actor_13\03-01-04-02-02-01-13.wav,Ravdess_13,Dogs are sitting by the door,Sad
./dataset/ravdess\Actor_13\03-01-04-02-02-02-13.wav,Ravdess_13,Dogs are sitting by the door,Sad
./dataset/ravdess\Actor_13\03-01-05-01-01-01-13.wav,Ravdess_13,Kids are talking by the door,Anger
./dataset/ravdess\Actor_13\03-01-05-01-01-02-13.wav,Ravdess_13,Kids are talking by the door,Anger
./dataset/ravdess\Actor_13\03-01-05-01-02-01-13.wav,Ravdess_13,Dogs are sitting by the door,Anger
./dataset/ravdess\Actor_13\03-01-05-01-02-02-13.wav,Ravdess_13,Dogs are sitting by the door,Anger
./dataset/ravdess\Actor_13\03-01-05-02-01-01-13.wav,Ravdess_13,Kids are talking by the door,Anger
./dataset/ravdess\Actor_13\03-01-05-02-01-02-13.wav,Ravdess_13,Kids are talking by the door,Anger
./dataset/ravdess\Actor_13\03-01-05-02-02-01-13.wav,Ravdess_13,Dogs are sitting by the door,Anger
./dataset/ravdess\Actor_13\03-01-05-02-02-02-13.wav,Ravdess_13,Dogs are sitting by the door,Anger
./dataset/ravdess\Actor_13\03-01-06-01-01-01-13.wav,Ravdess_13,Kids are talking by the door,Fear
./dataset/ravdess\Actor_13\03-01-06-01-01-02-13.wav,Ravdess_13,Kids are talking by the door,Fear
./dataset/ravdess\Actor_13\03-01-06-01-02-01-13.wav,Ravdess_13,Dogs are sitting by the door,Fear
./dataset/ravdess\Actor_13\03-01-06-01-02-02-13.wav,Ravdess_13,Dogs are sitting by the door,Fear
./dataset/ravdess\Actor_13\03-01-06-02-01-01-13.wav,Ravdess_13,Kids are talking by the door,Fear
./dataset/ravdess\Actor_13\03-01-06-02-01-02-13.wav,Ravdess_13,Kids are talking by the door,Fear
./dataset/ravdess\Actor_13\03-01-06-02-02-01-13.wav,Ravdess_13,Dogs are sitting by the door,Fear
./dataset/ravdess\Actor_13\03-01-06-02-02-02-13.wav,Ravdess_13,Dogs are sitting by the door,Fear
./dataset/ravdess\Actor_13\03-01-07-01-01-01-13.wav,Ravdess_13,Kids are talking by the door,Disgust
./dataset/ravdess\Actor_13\03-01-07-01-01-02-13.wav,Ravdess_13,Kids are talking by the door,Disgust
./dataset/ravdess\Actor_13\03-01-07-01-02-01-13.wav,Ravdess_13,Dogs are sitting by the door,Disgust
./dataset/ravdess\Actor_13\03-01-07-01-02-02-13.wav,Ravdess_13,Dogs are sitting by the door,Disgust
./dataset/ravdess\Actor_13\03-01-07-02-01-01-13.wav,Ravdess_13,Kids are talking by the door,Disgust
./dataset/ravdess\Actor_13\03-01-07-02-01-02-13.wav,Ravdess_13,Kids are talking by the door,Disgust
./dataset/ravdess\Actor_13\03-01-07-02-02-01-13.wav,Ravdess_13,Dogs are sitting by the door,Disgust
./dataset/ravdess\Actor_13\03-01-07-02-02-02-13.wav,Ravdess_13,Dogs are sitting by the door,Disgust
./dataset/ravdess\Actor_13\03-01-08-01-01-01-13.wav,Ravdess_13,Kids are talking by the door,Surprise
./dataset/ravdess\Actor_13\03-01-08-01-01-02-13.wav,Ravdess_13,Kids are talking by the door,Surprise
./dataset/ravdess\Actor_13\03-01-08-01-02-01-13.wav,Ravdess_13,Dogs are sitting by the door,Surprise
./dataset/ravdess\Actor_13\03-01-08-01-02-02-13.wav,Ravdess_13,Dogs are sitting by the door,Surprise
./dataset/ravdess\Actor_13\03-01-08-02-01-01-13.wav,Ravdess_13,Kids are talking by the door,Surprise
./dataset/ravdess\Actor_13\03-01-08-02-01-02-13.wav,Ravdess_13,Kids are talking by the door,Surprise
./dataset/ravdess\Actor_13\03-01-08-02-02-01-13.wav,Ravdess_13,Dogs are sitting by the door,Surprise
./dataset/ravdess\Actor_13\03-01-08-02-02-02-13.wav,Ravdess_13,Dogs are sitting by the door,Surprise
./dataset/ravdess\Actor_14\03-01-01-01-01-01-14.wav,Ravdess_14,Kids are talking by the door,Neutral
./dataset/ravdess\Actor_14\03-01-01-01-01-02-14.wav,Ravdess_14,Kids are talking by the door,Neutral
./dataset/ravdess\Actor_14\03-01-01-01-02-01-14.wav,Ravdess_14,Dogs are sitting by the door,Neutral
./dataset/ravdess\Actor_14\03-01-01-01-02-02-14.wav,Ravdess_14,Dogs are sitting by the door,Neutral
./dataset/ravdess\Actor_14\03-01-02-01-01-01-14.wav,Ravdess_14,Kids are talking by the door,Calm
./dataset/ravdess\Actor_14\03-01-02-01-01-02-14.wav,Ravdess_14,Kids are talking by the door,Calm
./dataset/ravdess\Actor_14\03-01-02-01-02-01-14.wav,Ravdess_14,Dogs are sitting by the door,Calm
./dataset/ravdess\Actor_14\03-01-02-01-02-02-14.wav,Ravdess_14,Dogs are sitting by the door,Calm
./dataset/ravdess\Actor_14\03-01-02-02-01-01-14.wav,Ravdess_14,Kids are talking by the door,Calm
./dataset/ravdess\Actor_14\03-01-02-02-01-02-14.wav,Ravdess_14,Kids are talking by the door,Calm
./dataset/ravdess\Actor_14\03-01-02-02-02-01-14.wav,Ravdess_14,Dogs are sitting by the door,Calm
./dataset/ravdess\Actor_14\03-01-02-02-02-02-14.wav,Ravdess_14,Dogs are sitting by the door,Calm
./dataset/ravdess\Actor_14\03-01-03-01-01-01-14.wav,Ravdess_14,Kids are talking by the door,Happy
./dataset/ravdess\Actor_14\03-01-03-01-01-02-14.wav,Ravdess_14,Kids are talking by the door,Happy
./dataset/ravdess\Actor_14\03-01-03-01-02-01-14.wav,Ravdess_14,Dogs are sitting by the door,Happy
./dataset/ravdess\Actor_14\03-01-03-01-02-02-14.wav,Ravdess_14,Dogs are sitting by the door,Happy
./dataset/ravdess\Actor_14\03-01-03-02-01-01-14.wav,Ravdess_14,Kids are talking by the door,Happy
./dataset/ravdess\Actor_14\03-01-03-02-01-02-14.wav,Ravdess_14,Kids are talking by the door,Happy
./dataset/ravdess\Actor_14\03-01-03-02-02-01-14.wav,Ravdess_14,Dogs are sitting by the door,Happy
./dataset/ravdess\Actor_14\03-01-03-02-02-02-14.wav,Ravdess_14,Dogs are sitting by the door,Happy
./dataset/ravdess\Actor_14\03-01-04-01-01-01-14.wav,Ravdess_14,Kids are talking by the door,Sad
./dataset/ravdess\Actor_14\03-01-04-01-01-02-14.wav,Ravdess_14,Kids are talking by the door,Sad
./dataset/ravdess\Actor_14\03-01-04-01-02-01-14.wav,Ravdess_14,Dogs are sitting by the door,Sad
./dataset/ravdess\Actor_14\03-01-04-01-02-02-14.wav,Ravdess_14,Dogs are sitting by the door,Sad
./dataset/ravdess\Actor_14\03-01-04-02-01-01-14.wav,Ravdess_14,Kids are talking by the door,Sad
./dataset/ravdess\Actor_14\03-01-04-02-01-02-14.wav,Ravdess_14,Kids are talking by the door,Sad
./dataset/ravdess\Actor_14\03-01-04-02-02-01-14.wav,Ravdess_14,Dogs are sitting by the door,Sad
./dataset/ravdess\Actor_14\03-01-04-02-02-02-14.wav,Ravdess_14,Dogs are sitting by the door,Sad
./dataset/ravdess\Actor_14\03-01-05-01-01-01-14.wav,Ravdess_14,Kids are talking by the door,Anger
./dataset/ravdess\Actor_14\03-01-05-01-01-02-14.wav,Ravdess_14,Kids are talking by the door,Anger
./dataset/ravdess\Actor_14\03-01-05-01-02-01-14.wav,Ravdess_14,Dogs are sitting by the door,Anger
./dataset/ravdess\Actor_14\03-01-05-01-02-02-14.wav,Ravdess_14,Dogs are sitting by the door,Anger
./dataset/ravdess\Actor_14\03-01-05-02-01-01-14.wav,Ravdess_14,Kids are talking by the door,Anger
./dataset/ravdess\Actor_14\03-01-05-02-01-02-14.wav,Ravdess_14,Kids are talking by the door,Anger
./dataset/ravdess\Actor_14\03-01-05-02-02-01-14.wav,Ravdess_14,Dogs are sitting by the door,Anger
./dataset/ravdess\Actor_14\03-01-05-02-02-02-14.wav,Ravdess_14,Dogs are sitting by the door,Anger
./dataset/ravdess\Actor_14\03-01-06-01-01-01-14.wav,Ravdess_14,Kids are talking by the door,Fear
